file_id,species,processed_path,spectrogram_path,preview_path,duration_sec,sample_rate
dlg_ggpd_n200-g2-m1-2013-c3-track-76,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-76.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-76.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-76.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-74,upland_chorus_frog,data\processed\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-74.wav,data\spectrograms\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-74.npy,data\spectrograms\preview\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-74.png,10.0,22050
ML183835,green_tree_frog,data\processed\green_tree_frog\ML183835.wav,data\spectrograms\green_tree_frog\ML183835.npy,data\spectrograms\preview\green_tree_frog\ML183835.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-90,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-90.wav,data\spectrograms\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-90.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-90.png,10.0,22050
ML187557,green_tree_frog,data\processed\green_tree_frog\ML187557.wav,data\spectrograms\green_tree_frog\ML187557.npy,data\spectrograms\preview\green_tree_frog\ML187557.png,10.0,22050
ML194631,northern_cricket_frog,data\processed\northern_cricket_frog\ML194631.wav,data\spectrograms\northern_cricket_frog\ML194631.npy,data\spectrograms\preview\northern_cricket_frog\ML194631.png,10.0,22050
mixkit-bird-movement-while-flying-2703_(1),not_frogs,data\processed\not_frogs\mixkit-bird-movement-while-flying-2703_(1).wav,data\spectrograms\not_frogs\mixkit-bird-movement-while-flying-2703_(1).npy,data\spectrograms\preview\not_frogs\mixkit-bird-movement-while-flying-2703_(1).png,10.0,22050
ML183631,american_toad,data\processed\american_toad\ML183631.wav,data\spectrograms\american_toad\ML183631.npy,data\spectrograms\preview\american_toad\ML183631.png,10.0,22050
ML183754,green_tree_frog,data\processed\green_tree_frog\ML183754.wav,data\spectrograms\green_tree_frog\ML183754.npy,data\spectrograms\preview\green_tree_frog\ML183754.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-79,american_bullfrog,data\processed\american_bullfrog\dlg_ggpd_n200-g2-m1-2003-c3-track-79.wav,data\spectrograms\american_bullfrog\dlg_ggpd_n200-g2-m1-2003-c3-track-79.npy,data\spectrograms\preview\american_bullfrog\dlg_ggpd_n200-g2-m1-2003-c3-track-79.png,10.0,22050
ML183838,green_tree_frog,data\processed\green_tree_frog\ML183838.wav,data\spectrograms\green_tree_frog\ML183838.npy,data\spectrograms\preview\green_tree_frog\ML183838.png,10.0,22050
ML183799,green_tree_frog,data\processed\green_tree_frog\ML183799.wav,data\spectrograms\green_tree_frog\ML183799.npy,data\spectrograms\preview\green_tree_frog\ML183799.png,10.0,22050
Cope's_Gray_Treefrog_Calling,copes_gray_treefrog,data\processed\copes_gray_treefrog\Cope's_Gray_Treefrog_Calling.wav,data\spectrograms\copes_gray_treefrog\Cope's_Gray_Treefrog_Calling.npy,data\spectrograms\preview\copes_gray_treefrog\Cope's_Gray_Treefrog_Calling.png,10.0,22050
ML118798,northern_cricket_frog,data\processed\northern_cricket_frog\ML118798.wav,data\spectrograms\northern_cricket_frog\ML118798.npy,data\spectrograms\preview\northern_cricket_frog\ML118798.png,10.0,22050
ML79082,american_bullfrog,data\processed\american_bullfrog\ML79082.wav,data\spectrograms\american_bullfrog\ML79082.npy,data\spectrograms\preview\american_bullfrog\ML79082.png,10.0,22050
mixkit-sci-fi-single-cricket-1778,not_frogs,data\processed\not_frogs\mixkit-sci-fi-single-cricket-1778.wav,data\spectrograms\not_frogs\mixkit-sci-fi-single-cricket-1778.npy,data\spectrograms\preview\not_frogs\mixkit-sci-fi-single-cricket-1778.png,10.0,22050
ML207943,northern_cricket_frog,data\processed\northern_cricket_frog\ML207943.wav,data\spectrograms\northern_cricket_frog\ML207943.npy,data\spectrograms\preview\northern_cricket_frog\ML207943.png,10.0,22050
ML219208,american_toad,data\processed\american_toad\ML219208.wav,data\spectrograms\american_toad\ML219208.npy,data\spectrograms\preview\american_toad\ML219208.png,10.0,22050
ML639117034,green_frog,data\processed\green_frog\ML639117034.wav,data\spectrograms\green_frog\ML639117034.npy,data\spectrograms\preview\green_frog\ML639117034.png,10.0,22050
ML198478,northern_cricket_frog,data\processed\northern_cricket_frog\ML198478.wav,data\spectrograms\northern_cricket_frog\ML198478.npy,data\spectrograms\preview\northern_cricket_frog\ML198478.png,10.0,22050
ML193954,northern_cricket_frog,data\processed\northern_cricket_frog\ML193954.wav,data\spectrograms\northern_cricket_frog\ML193954.npy,data\spectrograms\preview\northern_cricket_frog\ML193954.png,10.0,22050
ML199741,american_toad,data\processed\american_toad\ML199741.wav,data\spectrograms\american_toad\ML199741.npy,data\spectrograms\preview\american_toad\ML199741.png,10.0,22050
Toad_calling,american_toad,data\processed\american_toad\Toad_calling.wav,data\spectrograms\american_toad\Toad_calling.npy,data\spectrograms\preview\american_toad\Toad_calling.png,10.0,22050
43-Spring-Peeper-call,spring_peeper,data\processed\spring_peeper\43-Spring-Peeper-call.wav,data\spectrograms\spring_peeper\43-Spring-Peeper-call.npy,data\spectrograms\preview\spring_peeper\43-Spring-Peeper-call.png,10.0,22050
ML184389,northern_cricket_frog,data\processed\northern_cricket_frog\ML184389.wav,data\spectrograms\northern_cricket_frog\ML184389.npy,data\spectrograms\preview\northern_cricket_frog\ML184389.png,10.0,22050
ML209174,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209174.wav,data\spectrograms\copes_gray_treefrog\ML209174.npy,data\spectrograms\preview\copes_gray_treefrog\ML209174.png,10.0,22050
ML183878,green_tree_frog,data\processed\green_tree_frog\ML183878.wav,data\spectrograms\green_tree_frog\ML183878.npy,data\spectrograms\preview\green_tree_frog\ML183878.png,10.0,22050
ML200862,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML200862.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML200862.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML200862.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-81,green_frog,data\processed\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-81.wav,data\spectrograms\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-81.npy,data\spectrograms\preview\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-81.png,10.0,22050
ML198496,northern_cricket_frog,data\processed\northern_cricket_frog\ML198496.wav,data\spectrograms\northern_cricket_frog\ML198496.npy,data\spectrograms\preview\northern_cricket_frog\ML198496.png,10.0,22050
ML506565731_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML506565731_(1).wav,data\spectrograms\copes_gray_treefrog\ML506565731_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML506565731_(1).png,10.0,22050
ML639821741,american_bullfrog,data\processed\american_bullfrog\ML639821741.wav,data\spectrograms\american_bullfrog\ML639821741.npy,data\spectrograms\preview\american_bullfrog\ML639821741.png,10.0,22050
ML183736,green_tree_frog,data\processed\green_tree_frog\ML183736.wav,data\spectrograms\green_tree_frog\ML183736.npy,data\spectrograms\preview\green_tree_frog\ML183736.png,10.0,22050
XC961803_-_Pickerel_Frog_-_Lithobates_palustris,pickerel_frog,data\processed\pickerel_frog\XC961803_-_Pickerel_Frog_-_Lithobates_palustris.wav,data\spectrograms\pickerel_frog\XC961803_-_Pickerel_Frog_-_Lithobates_palustris.npy,data\spectrograms\preview\pickerel_frog\XC961803_-_Pickerel_Frog_-_Lithobates_palustris.png,10.0,22050
XC890980_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\XC890980_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.wav,data\spectrograms\eastern_narrow_mouthed_toad\XC890980_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\XC890980_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.png,10.0,22050
ML637653803,green_tree_frog,data\processed\green_tree_frog\ML637653803.wav,data\spectrograms\green_tree_frog\ML637653803.npy,data\spectrograms\preview\green_tree_frog\ML637653803.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-84,northern_cricket_frog,data\processed\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.wav,data\spectrograms\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.npy,data\spectrograms\preview\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.png,10.0,22050
ML207903,northern_cricket_frog,data\processed\northern_cricket_frog\ML207903.wav,data\spectrograms\northern_cricket_frog\ML207903.npy,data\spectrograms\preview\northern_cricket_frog\ML207903.png,10.0,22050
ML635289047,american_bullfrog,data\processed\american_bullfrog\ML635289047.wav,data\spectrograms\american_bullfrog\ML635289047.npy,data\spectrograms\preview\american_bullfrog\ML635289047.png,10.0,22050
ML178997,american_toad,data\processed\american_toad\ML178997.wav,data\spectrograms\american_toad\ML178997.npy,data\spectrograms\preview\american_toad\ML178997.png,10.0,22050
ML638207168,american_bullfrog,data\processed\american_bullfrog\ML638207168.wav,data\spectrograms\american_bullfrog\ML638207168.npy,data\spectrograms\preview\american_bullfrog\ML638207168.png,10.0,22050
ML179129,american_toad,data\processed\american_toad\ML179129.wav,data\spectrograms\american_toad\ML179129.npy,data\spectrograms\preview\american_toad\ML179129.png,10.0,22050
ML207983,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207983.wav,data\spectrograms\copes_gray_treefrog\ML207983.npy,data\spectrograms\preview\copes_gray_treefrog\ML207983.png,10.0,22050
ML222807,southern_leopard_frog,data\processed\southern_leopard_frog\ML222807.wav,data\spectrograms\southern_leopard_frog\ML222807.npy,data\spectrograms\preview\southern_leopard_frog\ML222807.png,10.0,22050
XC981287_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC981287_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC981287_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC981287_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML642838377,spring_peeper,data\processed\spring_peeper\ML642838377.wav,data\spectrograms\spring_peeper\ML642838377.npy,data\spectrograms\preview\spring_peeper\ML642838377.png,10.0,22050
mixkit-cartoon-insect-buzzing-31,not_frogs,data\processed\not_frogs\mixkit-cartoon-insect-buzzing-31.wav,data\spectrograms\not_frogs\mixkit-cartoon-insect-buzzing-31.npy,data\spectrograms\preview\not_frogs\mixkit-cartoon-insect-buzzing-31.png,10.0,22050
ML634824700,spring_peeper,data\processed\spring_peeper\ML634824700.wav,data\spectrograms\spring_peeper\ML634824700.npy,data\spectrograms\preview\spring_peeper\ML634824700.png,10.0,22050
ML194629,northern_cricket_frog,data\processed\northern_cricket_frog\ML194629.wav,data\spectrograms\northern_cricket_frog\ML194629.npy,data\spectrograms\preview\northern_cricket_frog\ML194629.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-55,fowlers_toad,data\processed\fowlers_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-55.wav,data\spectrograms\fowlers_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-55.npy,data\spectrograms\preview\fowlers_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-55.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-80,green_frog,data\processed\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-80.wav,data\spectrograms\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-80.npy,data\spectrograms\preview\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-80.png,10.0,22050
ML635750588,spring_peeper,data\processed\spring_peeper\ML635750588.wav,data\spectrograms\spring_peeper\ML635750588.npy,data\spectrograms\preview\spring_peeper\ML635750588.png,10.0,22050
ML183803,green_tree_frog,data\processed\green_tree_frog\ML183803.wav,data\spectrograms\green_tree_frog\ML183803.npy,data\spectrograms\preview\green_tree_frog\ML183803.png,10.0,22050
ML638927211,green_frog,data\processed\green_frog\ML638927211.wav,data\spectrograms\green_frog\ML638927211.npy,data\spectrograms\preview\green_frog\ML638927211.png,10.0,22050
ML638986344,american_bullfrog,data\processed\american_bullfrog\ML638986344.wav,data\spectrograms\american_bullfrog\ML638986344.npy,data\spectrograms\preview\american_bullfrog\ML638986344.png,10.0,22050
ML56764,american_bullfrog,data\processed\american_bullfrog\ML56764.wav,data\spectrograms\american_bullfrog\ML56764.npy,data\spectrograms\preview\american_bullfrog\ML56764.png,10.0,22050
ML635755045,southern_leopard_frog,data\processed\southern_leopard_frog\ML635755045.wav,data\spectrograms\southern_leopard_frog\ML635755045.npy,data\spectrograms\preview\southern_leopard_frog\ML635755045.png,10.0,22050
ML85164,northern_cricket_frog,data\processed\northern_cricket_frog\ML85164.wav,data\spectrograms\northern_cricket_frog\ML85164.npy,data\spectrograms\preview\northern_cricket_frog\ML85164.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-84,green_frog,data\processed\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.wav,data\spectrograms\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.npy,data\spectrograms\preview\green_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.png,10.0,22050
ML199795,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199795.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199795.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199795.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-91,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-91.wav,data\spectrograms\bird_voiced_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-91.npy,data\spectrograms\preview\bird_voiced_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-91.png,10.0,22050
ML207987_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207987_(1).wav,data\spectrograms\copes_gray_treefrog\ML207987_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML207987_(1).png,10.0,22050
ML222897,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222897.wav,data\spectrograms\copes_gray_treefrog\ML222897.npy,data\spectrograms\preview\copes_gray_treefrog\ML222897.png,10.0,22050
XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\processed\copes_gray_treefrog\XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.wav,data\spectrograms\copes_gray_treefrog\XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,data\spectrograms\preview\copes_gray_treefrog\XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.png,10.0,22050
American_toad_(Bufo_americanus)_calling,american_toad,data\processed\american_toad\American_toad_(Bufo_americanus)_calling.wav,data\spectrograms\american_toad\American_toad_(Bufo_americanus)_calling.npy,data\spectrograms\preview\american_toad\American_toad_(Bufo_americanus)_calling.png,10.0,22050
mixkit-little-bird-calling-chirp-23,not_frogs,data\processed\not_frogs\mixkit-little-bird-calling-chirp-23.wav,data\spectrograms\not_frogs\mixkit-little-bird-calling-chirp-23.npy,data\spectrograms\preview\not_frogs\mixkit-little-bird-calling-chirp-23.png,10.0,22050
ML455592871,green_frog,data\processed\green_frog\ML455592871.wav,data\spectrograms\green_frog\ML455592871.npy,data\spectrograms\preview\green_frog\ML455592871.png,10.0,22050
ML639174041,american_bullfrog,data\processed\american_bullfrog\ML639174041.wav,data\spectrograms\american_bullfrog\ML639174041.npy,data\spectrograms\preview\american_bullfrog\ML639174041.png,10.0,22050
XC1020614_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC1020614_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC1020614_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC1020614_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML218555,northern_cricket_frog,data\processed\northern_cricket_frog\ML218555.wav,data\spectrograms\northern_cricket_frog\ML218555.npy,data\spectrograms\preview\northern_cricket_frog\ML218555.png,10.0,22050
ML194624,northern_cricket_frog,data\processed\northern_cricket_frog\ML194624.wav,data\spectrograms\northern_cricket_frog\ML194624.npy,data\spectrograms\preview\northern_cricket_frog\ML194624.png,10.0,22050
ML273036,american_toad,data\processed\american_toad\ML273036.wav,data\spectrograms\american_toad\ML273036.npy,data\spectrograms\preview\american_toad\ML273036.png,10.0,22050
ML273987-_2025-10-21T223930.390,pickerel_frog,data\processed\pickerel_frog\ML273987-_2025-10-21T223930.390.wav,data\spectrograms\pickerel_frog\ML273987-_2025-10-21T223930.390.npy,data\spectrograms\preview\pickerel_frog\ML273987-_2025-10-21T223930.390.png,10.0,22050
ML506565891,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML506565891.wav,data\spectrograms\copes_gray_treefrog\ML506565891.npy,data\spectrograms\preview\copes_gray_treefrog\ML506565891.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-86,green_frog,data\processed\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-86.wav,data\spectrograms\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-86.npy,data\spectrograms\preview\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-86.png,10.0,22050
ML183683,american_toad,data\processed\american_toad\ML183683.wav,data\spectrograms\american_toad\ML183683.npy,data\spectrograms\preview\american_toad\ML183683.png,10.0,22050
ML209176_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209176_(1).wav,data\spectrograms\copes_gray_treefrog\ML209176_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML209176_(1).png,10.0,22050
mixkit-cartoon-girl-saying-no-no-no-2257,not_frogs,data\processed\not_frogs\mixkit-cartoon-girl-saying-no-no-no-2257.wav,data\spectrograms\not_frogs\mixkit-cartoon-girl-saying-no-no-no-2257.npy,data\spectrograms\preview\not_frogs\mixkit-cartoon-girl-saying-no-no-no-2257.png,10.0,22050
240136,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\240136.wav,data\spectrograms\bird_voiced_tree_frog\240136.npy,data\spectrograms\preview\bird_voiced_tree_frog\240136.png,10.0,22050
ML634290687,spring_peeper,data\processed\spring_peeper\ML634290687.wav,data\spectrograms\spring_peeper\ML634290687.npy,data\spectrograms\preview\spring_peeper\ML634290687.png,10.0,22050
ML192197,green_tree_frog,data\processed\green_tree_frog\ML192197.wav,data\spectrograms\green_tree_frog\ML192197.npy,data\spectrograms\preview\green_tree_frog\ML192197.png,10.0,22050
